sektori,zaplata,year,month
drugi,413,2008,5
obshto,539,2008,6
selsko,396,2008,6
dobiwna,998,2008,6
prerabotwashta,479,2008,6
energiq,1037,2008,6
woda,568,2008,6
stroitelstwo,465,2008,6
tyrgowiq,472,2008,6
transport,598,2008,6
hoteli,358,2008,6
informaciq,1087,2008,6
finansi,1121,2008,6
imoti,580,2008,6
nauka,726,2008,6
administratiwni,334,2008,6
dyrvawnouprawlenie,760,2008,6
obrazowanie,503,2008,6
zdraweopazwane,552,2008,6
kultura,460,2008,6
drugi,455,2008,6
obshto,534,2008,7
selsko,400,2008,7
dobiwna,830,2008,7
prerabotwashta,479,2008,7
energiq,1017,2008,7
woda,560,2008,7
stroitelstwo,464,2008,7
tyrgowiq,464,2008,7
transport,618,2008,7
hoteli,354,2008,7
informaciq,1100,2008,7
finansi,1173,2008,7
imoti,558,2008,7
nauka,731,2008,7
administratiwni,337,2008,7
dyrvawnouprawlenie,698,2008,7
obrazowanie,538,2008,7
zdraweopazwane,568,2008,7
kultura,429,2008,7
drugi,369,2008,7
obshto,531,2008,8
selsko,379,2008,8
dobiwna,824,2008,8
prerabotwashta,476,2008,8
energiq,1140,2008,8
woda,595,2008,8
stroitelstwo,464,2008,8
tyrgowiq,457,2008,8
transport,590,2008,8
hoteli,358,2008,8
informaciq,1035,2008,8
finansi,1086,2008,8
imoti,554,2008,8
nauka,710,2008,8
administratiwni,357,2008,8
dyrvawnouprawlenie,714,2008,8
obrazowanie,539,2008,8
zdraweopazwane,562,2008,8
kultura,447,2008,8
drugi,372,2008,8
obshto,557,2008,9
selsko,393,2008,9
dobiwna,925,2008,9
prerabotwashta,487,2008,9
energiq,1150,2008,9
woda,627,2008,9
stroitelstwo,469,2008,9
tyrgowiq,474,2008,9
transport,606,2008,9
hoteli,372,2008,9
informaciq,1116,2008,9
finansi,1166,2008,9
imoti,569,2008,9
nauka,748,2008,9
administratiwni,345,2008,9
dyrvawnouprawlenie,696,2008,9
obrazowanie,695,2008,9
zdraweopazwane,591,2008,9
kultura,476,2008,9
drugi,408,2008,9
obshto,558,2008,10
selsko,387,2008,10
dobiwna,819,2008,10
prerabotwashta,482,2008,10
energiq,1045,2008,10
woda,592,2008,10
stroitelstwo,483,2008,10
tyrgowiq,478,2008,10
transport,600,2008,10
hoteli,374,2008,10
informaciq,1116,2008,10
finansi,1127,2008,10
imoti,588,2008,10
nauka,721,2008,10
administratiwni,346,2008,10
dyrvawnouprawlenie,846,2008,10
obrazowanie,631,2008,10
zdraweopazwane,613,2008,10
kultura,469,2008,10
drugi,375,2008,10
obshto,564,2008,11
selsko,370,2008,11
dobiwna,863,2008,11
prerabotwashta,487,2008,11
energiq,1192,2008,11
woda,586,2008,11
stroitelstwo,493,2008,11
tyrgowiq,476,2008,11
transport,600,2008,11
hoteli,364,2008,11
informaciq,1103,2008,11
finansi,1193,2008,11
imoti,601,2008,11
nauka,766,2008,11
administratiwni,350,2008,11
dyrvawnouprawlenie,799,2008,11
obrazowanie,616,2008,11
zdraweopazwane,638,2008,11
kultura,488,2008,11
drugi,376,2008,11
obshto,590,2008,12
selsko,393,2008,12
dobiwna,893,2008,12
prerabotwashta,492,2008,12
energiq,1270,2008,12
woda,627,2008,12
stroitelstwo,481,2008,12
tyrgowiq,504,2008,12
transport,628,2008,12
hoteli,374,2008,12
informaciq,1220,2008,12
finansi,1341,2008,12
imoti,637,2008,12
nauka,810,2008,12
administratiwni,367,2008,12
dyrvawnouprawlenie,826,2008,12
obrazowanie,664,2008,12
zdraweopazwane,655,2008,12
kultura,498,2008,12
drugi,424,2008,12
obshto,575,2009,1
selsko,415,2009,1
dobiwna,825,2009,1
prerabotwashta,490,2009,1
energiq,1159,2009,1
woda,536,2009,1
stroitelstwo,502,2009,1
tyrgowiq,551,2009,1
transport,663,2009,1
hoteli,381,2009,1
informaciq,1118,2009,1
finansi,1177,2009,1
imoti,550,2009,1
nauka,701,2009,1
administratiwni,378,2009,1
dyrvawnouprawlenie,688,2009,1
obrazowanie,589,2009,1
zdraweopazwane,610,2009,1
kultura,513,2009,1
drugi,414,2009,1
obshto,570,2009,2
selsko,424,2009,2
dobiwna,814,2009,2
prerabotwashta,488,2009,2
energiq,1171,2009,2
woda,554,2009,2
stroitelstwo,513,2009,2
tyrgowiq,537,2009,2
transport,624,2009,2
hoteli,378,2009,2
informaciq,1035,2009,2
finansi,1129,2009,2
imoti,560,2009,2
nauka,713,2009,2
administratiwni,365,2009,2
dyrvawnouprawlenie,703,2009,2
obrazowanie,594,2009,2
zdraweopazwane,625,2009,2
kultura,501,2009,2
drugi,413,2009,2
obshto,599,2009,3
selsko,442,2009,3
dobiwna,1020,2009,3
prerabotwashta,500,2009,3
energiq,1438,2009,3
woda,587,2009,3
stroitelstwo,531,2009,3
tyrgowiq,556,2009,3
transport,636,2009,3
hoteli,385,2009,3
informaciq,1114,2009,3
finansi,1174,2009,3
imoti,566,2009,3
nauka,748,2009,3
administratiwni,379,2009,3
dyrvawnouprawlenie,807,2009,3
obrazowanie,605,2009,3
zdraweopazwane,649,2009,3
kultura,522,2009,3
drugi,421,2009,3
obshto,610,2009,4
selsko,445,2009,4
dobiwna,855,2009,4
prerabotwashta,509,2009,4
energiq,1286,2009,4
woda,555,2009,4
stroitelstwo,546,2009,4
tyrgowiq,561,2009,4
transport,637,2009,4
hoteli,397,2009,4
informaciq,1113,2009,4
finansi,1568,2009,4
imoti,595,2009,4
nauka,744,2009,4
administratiwni,389,2009,4
dyrvawnouprawlenie,813,2009,4
obrazowanie,619,2009,4
zdraweopazwane,651,2009,4
kultura,537,2009,4
drugi,430,2009,4
obshto,601,2009,5
selsko,426,2009,5
dobiwna,866,2009,5
prerabotwashta,516,2009,5
energiq,1351,2009,5
woda,579,2009,5
stroitelstwo,551,2009,5
tyrgowiq,540,2009,5
transport,642,2009,5
hoteli,399,2009,5
informaciq,1079,2009,5
finansi,1158,2009,5
imoti,584,2009,5
nauka,742,2009,5
administratiwni,392,2009,5
dyrvawnouprawlenie,800,2009,5
obrazowanie,661,2009,5
zdraweopazwane,648,2009,5
kultura,552,2009,5
drugi,438,2009,5
obshto,602,2009,6
selsko,452,2009,6
dobiwna,1050,2009,6
prerabotwashta,519,2009,6
energiq,1283,2009,6
woda,557,2009,6
stroitelstwo,558,2009,6
tyrgowiq,540,2009,6
transport,631,2009,6
hoteli,384,2009,6
informaciq,1092,2009,6
finansi,1301,2009,6
imoti,613,2009,6
nauka,734,2009,6
administratiwni,394,2009,6
dyrvawnouprawlenie,806,2009,6
obrazowanie,614,2009,6
zdraweopazwane,656,2009,6
kultura,522,2009,6
drugi,435,2009,6
obshto,598,2009,7
selsko,453,2009,7
dobiwna,890,2009,7
prerabotwashta,518,2009,7
energiq,1252,2009,7
woda,568,2009,7
stroitelstwo,542,2009,7
tyrgowiq,551,2009,7
transport,621,2009,7
hoteli,384,2009,7
informaciq,1156,2009,7
finansi,1190,2009,7
imoti,609,2009,7
nauka,757,2009,7
administratiwni,402,2009,7
dyrvawnouprawlenie,788,2009,7
obrazowanie,601,2009,7
zdraweopazwane,647,2009,7
kultura,542,2009,7
drugi,438,2009,7
obshto,593,2009,8
selsko,440,2009,8
dobiwna,878,2009,8
prerabotwashta,517,2009,8
energiq,1285,2009,8
woda,598,2009,8
stroitelstwo,546,2009,8
tyrgowiq,540,2009,8
transport,624,2009,8
hoteli,384,2009,8
informaciq,1119,2009,8
finansi,1164,2009,8
imoti,580,2009,8
nauka,736,2009,8
administratiwni,408,2009,8
dyrvawnouprawlenie,777,2009,8
obrazowanie,592,2009,8
zdraweopazwane,633,2009,8
kultura,544,2009,8
drugi,439,2009,8
obshto,611,2009,9
selsko,459,2009,9
dobiwna,920,2009,9
prerabotwashta,522,2009,9
energiq,1302,2009,9
woda,609,2009,9
stroitelstwo,553,2009,9
tyrgowiq,547,2009,9
transport,635,2009,9
hoteli,395,2009,9
informaciq,1149,2009,9
finansi,1171,2009,9
imoti,591,2009,9
nauka,733,2009,9
administratiwni,407,2009,9
dyrvawnouprawlenie,736,2009,9
obrazowanie,756,2009,9
zdraweopazwane,654,2009,9
kultura,549,2009,9
drugi,443,2009,9
obshto,609,2009,10
selsko,444,2009,10
dobiwna,990,2009,10
prerabotwashta,520,2009,10
energiq,1328,2009,10
woda,588,2009,10
stroitelstwo,544,2009,10
tyrgowiq,542,2009,10
transport,625,2009,10
hoteli,383,2009,10
informaciq,1182,2009,10
finansi,1188,2009,10
imoti,617,2009,10
nauka,759,2009,10
administratiwni,403,2009,10
dyrvawnouprawlenie,768,2009,10
obrazowanie,693,2009,10
zdraweopazwane,664,2009,10
kultura,542,2009,10
drugi,440,2009,10
obshto,616,2009,11
selsko,445,2009,11
dobiwna,963,2009,11
prerabotwashta,522,2009,11
energiq,1300,2009,11
woda,595,2009,11
stroitelstwo,560,2009,11
tyrgowiq,549,2009,11
transport,645,2009,11
hoteli,381,2009,11
informaciq,1175,2009,11
finansi,1289,2009,11
imoti,636,2009,11
nauka,741,2009,11
administratiwni,406,2009,11
dyrvawnouprawlenie,824,2009,11
obrazowanie,637,2009,11
zdraweopazwane,678,2009,11
kultura,543,2009,11
drugi,452,2009,11
obshto,643,2009,12
selsko,459,2009,12
dobiwna,1107,2009,12
prerabotwashta,530,2009,12
energiq,1397,2009,12
woda,628,2009,12
stroitelstwo,546,2009,12
tyrgowiq,572,2009,12
transport,655,2009,12
hoteli,397,2009,12
informaciq,1270,2009,12
finansi,1388,2009,12
imoti,669,2009,12
nauka,801,2009,12
administratiwni,421,2009,12
dyrvawnouprawlenie,809,2009,12
obrazowanie,738,2009,12
zdraweopazwane,697,2009,12
kultura,556,2009,12
drugi,477,2009,12
obshto,614,2010,1
selsko,428,2010,1
dobiwna,911,2010,1
prerabotwashta,536,2010,1
energiq,1347,2010,1
woda,598,2010,1
stroitelstwo,509,2010,1
tyrgowiq,509,2010,1
transport,696,2010,1
hoteli,391,2010,1
informaciq,1185,2010,1
finansi,1291,2010,1
imoti,642,2010,1
nauka,826,2010,1
administratiwni,422,2010,1
dyrvawnouprawlenie,750,2010,1
obrazowanie,654,2010,1
zdraweopazwane,666,2010,1
kultura,532,2010,1
drugi,471,2010,1
obshto,613,2010,2
selsko,428,2010,2
dobiwna,943,2010,2
prerabotwashta,533,2010,2
energiq,1298,2010,2
woda,592,2010,2
stroitelstwo,522,2010,2
tyrgowiq,510,2010,2
transport,658,2010,2
hoteli,389,2010,2
informaciq,1179,2010,2
finansi,1240,2010,2
imoti,623,2010,2
nauka,807,2010,2
administratiwni,418,2010,2
dyrvawnouprawlenie,834,2010,2
obrazowanie,637,2010,2
zdraweopazwane,661,2010,2
kultura,524,2010,2
drugi,469,2010,2
obshto,639,2010,3
selsko,458,2010,3
dobiwna,1117,2010,3
prerabotwashta,563,2010,3
energiq,1345,2010,3
woda,661,2010,3
stroitelstwo,551,2010,3
tyrgowiq,526,2010,3
transport,677,2010,3
hoteli,402,2010,3
informaciq,1281,2010,3
finansi,1338,2010,3
imoti,639,2010,3
nauka,867,2010,3
administratiwni,428,2010,3
dyrvawnouprawlenie,804,2010,3
obrazowanie,645,2010,3
zdraweopazwane,682,2010,3
kultura,537,2010,3
drugi,489,2010,3
obshto,646,2010,4
selsko,473,2010,4
dobiwna,970,2010,4
prerabotwashta,561,2010,4
energiq,1408,2010,4
woda,623,2010,4
stroitelstwo,566,2010,4
tyrgowiq,528,2010,4
transport,691,2010,4
hoteli,410,2010,4
informaciq,1263,2010,4
finansi,1555,2010,4
imoti,674,2010,4
nauka,852,2010,4
administratiwni,431,2010,4
dyrvawnouprawlenie,791,2010,4
obrazowanie,652,2010,4
zdraweopazwane,702,2010,4
kultura,547,2010,4
drugi,480,2010,4
obshto,643,2010,5
selsko,453,2010,5
dobiwna,989,2010,5
prerabotwashta,566,2010,5
energiq,1378,2010,5
woda,622,2010,5
stroitelstwo,569,2010,5
tyrgowiq,524,2010,5
transport,697,2010,5
hoteli,413,2010,5
informaciq,1236,2010,5
finansi,1267,2010,5
imoti,668,2010,5
nauka,818,2010,5
administratiwni,430,2010,5
dyrvawnouprawlenie,850,2010,5
obrazowanie,714,2010,5
zdraweopazwane,692,2010,5
kultura,543,2010,5
drugi,484,2010,5
obshto,639,2010,6
selsko,477,2010,6
dobiwna,1133,2010,6
prerabotwashta,573,2010,6
energiq,1373,2010,6
woda,621,2010,6
stroitelstwo,559,2010,6
tyrgowiq,518,2010,6
transport,691,2010,6
hoteli,405,2010,6
informaciq,1261,2010,6
finansi,1407,2010,6
imoti,684,2010,6
nauka,835,2010,6
administratiwni,423,2010,6
dyrvawnouprawlenie,792,2010,6
obrazowanie,654,2010,6
zdraweopazwane,680,2010,6
kultura,534,2010,6
drugi,483,2010,6
obshto,640,2010,7
selsko,502,2010,7
dobiwna,1016,2010,7
prerabotwashta,573,2010,7
energiq,1384,2010,7
woda,605,2010,7
stroitelstwo,579,2010,7
tyrgowiq,521,2010,7
transport,717,2010,7
hoteli,403,2010,7
informaciq,1270,2010,7
finansi,1317,2010,7
imoti,697,2010,7
nauka,836,2010,7
administratiwni,436,2010,7
dyrvawnouprawlenie,830,2010,7
obrazowanie,647,2010,7
zdraweopazwane,689,2010,7
kultura,513,2010,7
drugi,480,2010,7
obshto,633,2010,8
selsko,477,2010,8
dobiwna,939,2010,8
prerabotwashta,571,2010,8
energiq,1414,2010,8
woda,614,2010,8
stroitelstwo,572,2010,8
tyrgowiq,524,2010,8
transport,709,2010,8
hoteli,406,2010,8
informaciq,1266,2010,8
finansi,1276,2010,8
imoti,672,2010,8
nauka,820,2010,8
administratiwni,427,2010,8
dyrvawnouprawlenie,831,2010,8
obrazowanie,637,2010,8
zdraweopazwane,651,2010,8
kultura,522,2010,8
drugi,481,2010,8
obshto,652,2010,9
selsko,514,2010,9
dobiwna,1135,2010,9
prerabotwashta,583,2010,9
energiq,1377,2010,9
woda,667,2010,9
stroitelstwo,575,2010,9
tyrgowiq,528,2010,9
transport,732,2010,9
hoteli,418,2010,9
informaciq,1311,2010,9
finansi,1274,2010,9
imoti,685,2010,9
nauka,828,2010,9
administratiwni,432,2010,9
dyrvawnouprawlenie,788,2010,9
obrazowanie,728,2010,9
zdraweopazwane,670,2010,9
kultura,548,2010,9
drugi,483,2010,9
obshto,655,2010,10
selsko,480,2010,10
dobiwna,960,2010,10
prerabotwashta,576,2010,10
energiq,1380,2010,10
woda,619,2010,10
stroitelstwo,582,2010,10
tyrgowiq,534,2010,10
transport,709,2010,10
hoteli,414,2010,10
informaciq,1299,2010,10
finansi,1283,2010,10
imoti,689,2010,10
nauka,858,2010,10
administratiwni,433,2010,10
dyrvawnouprawlenie,836,2010,10
obrazowanie,739,2010,10
zdraweopazwane,699,2010,10
kultura,576,2010,10
drugi,487,2010,10
obshto,673,2010,11
selsko,520,2010,11
dobiwna,988,2010,11
prerabotwashta,585,2010,11
energiq,1372,2010,11
woda,641,2010,11
stroitelstwo,601,2010,11
tyrgowiq,542,2010,11
transport,737,2010,11
hoteli,413,2010,11
informaciq,1353,2010,11
finansi,1408,2010,11
imoti,693,2010,11
nauka,837,2010,11
administratiwni,437,2010,11
dyrvawnouprawlenie,898,2010,11
obrazowanie,732,2010,11
zdraweopazwane,729,2010,11
kultura,578,2010,11
drugi,510,2010,11
obshto,698,2010,12
selsko,503,2010,12
dobiwna,1142,2010,12
prerabotwashta,603,2010,12
energiq,1530,2010,12
woda,682,2010,12
stroitelstwo,584,2010,12
tyrgowiq,559,2010,12
transport,762,2010,12
hoteli,426,2010,12
informaciq,1396,2010,12
finansi,1530,2010,12
imoti,741,2010,12
nauka,899,2010,12
administratiwni,456,2010,12
dyrvawnouprawlenie,873,2010,12
obrazowanie,794,2010,12
zdraweopazwane,716,2010,12
kultura,589,2010,12
drugi,562,2010,12
obshto,661,2011,1
selsko,461,2011,1
dobiwna,962,2011,1
prerabotwashta,560,2011,1
energiq,1337,2011,1
woda,625,2011,1
stroitelstwo,549,2011,1
tyrgowiq,599,2011,1
transport,704,2011,1
hoteli,409,2011,1
informaciq,1511,2011,1
finansi,1323,2011,1
imoti,649,2011,1
nauka,930,2011,1
administratiwni,461,2011,1
dyrvawnouprawlenie,792,2011,1
obrazowanie,647,2011,1
zdraweopazwane,671,2011,1
kultura,642,2011,1
drugi,483,2011,1
obshto,661,2011,2
selsko,456,2011,2
dobiwna,954,2011,2
prerabotwashta,560,2011,2
energiq,1416,2011,2
woda,639,2011,2
stroitelstwo,543,2011,2
tyrgowiq,596,2011,2
transport,719,2011,2
hoteli,401,2011,2
informaciq,1496,2011,2
finansi,1217,2011,2
imoti,648,2011,2
nauka,940,2011,2
administratiwni,457,2011,2
dyrvawnouprawlenie,847,2011,2
obrazowanie,649,2011,2
zdraweopazwane,653,2011,2
kultura,636,2011,2
drugi,475,2011,2
obshto,686,2011,3
selsko,515,2011,3
dobiwna,1266,2011,3
prerabotwashta,590,2011,3
energiq,1424,2011,3
woda,650,2011,3
stroitelstwo,569,2011,3
tyrgowiq,622,2011,3
transport,706,2011,3
hoteli,421,2011,3
informaciq,1532,2011,3
finansi,1279,2011,3
imoti,753,2011,3
nauka,1000,2011,3
administratiwni,456,2011,3
dyrvawnouprawlenie,815,2011,3
obrazowanie,659,2011,3
zdraweopazwane,687,2011,3
kultura,664,2011,3
drugi,474,2011,3
obshto,708,2011,4
selsko,497,2011,4
dobiwna,1051,2011,4
prerabotwashta,595,2011,4
energiq,1460,2011,4
woda,687,2011,4
stroitelstwo,580,2011,4
tyrgowiq,640,2011,4
transport,734,2011,4
hoteli,432,2011,4
informaciq,1640,2011,4
finansi,1529,2011,4
imoti,684,2011,4
nauka,1004,2011,4
administratiwni,505,2011,4
dyrvawnouprawlenie,862,2011,4
obrazowanie,668,2011,4
zdraweopazwane,719,2011,4
kultura,678,2011,4
drugi,479,2011,4
obshto,696,2011,5
selsko,486,2011,5
dobiwna,1053,2011,5
prerabotwashta,592,2011,5
energiq,1459,2011,5
woda,658,2011,5
stroitelstwo,592,2011,5
tyrgowiq,619,2011,5
transport,725,2011,5
hoteli,436,2011,5
informaciq,1577,2011,5
finansi,1254,2011,5
imoti,663,2011,5
nauka,1023,2011,5
administratiwni,467,2011,5
dyrvawnouprawlenie,889,2011,5
obrazowanie,743,2011,5
zdraweopazwane,691,2011,5
kultura,685,2011,5
drugi,472,2011,5
obshto,689,2011,6
selsko,528,2011,6
dobiwna,1324,2011,6
prerabotwashta,596,2011,6
energiq,1420,2011,6
woda,654,2011,6
stroitelstwo,590,2011,6
tyrgowiq,615,2011,6
transport,707,2011,6
hoteli,425,2011,6
informaciq,1581,2011,6
finansi,1394,2011,6
imoti,666,2011,6
nauka,988,2011,6
administratiwni,484,2011,6
dyrvawnouprawlenie,820,2011,6
obrazowanie,665,2011,6
zdraweopazwane,684,2011,6
kultura,631,2011,6
drugi,468,2011,6
obshto,690,2011,7
selsko,533,2011,7
dobiwna,1044,2011,7
prerabotwashta,594,2011,7
energiq,1392,2011,7
woda,646,2011,7
stroitelstwo,598,2011,7
tyrgowiq,619,2011,7
transport,721,2011,7
hoteli,434,2011,7
informaciq,1604,2011,7
finansi,1370,2011,7
imoti,672,2011,7
nauka,1020,2011,7
administratiwni,462,2011,7
dyrvawnouprawlenie,883,2011,7
obrazowanie,667,2011,7
zdraweopazwane,694,2011,7
kultura,639,2011,7
drugi,465,2011,7
obshto,683,2011,8
selsko,511,2011,8
dobiwna,1119,2011,8
prerabotwashta,592,2011,8
energiq,1399,2011,8
woda,649,2011,8
stroitelstwo,608,2011,8
tyrgowiq,619,2011,8
transport,700,2011,8
hoteli,432,2011,8
informaciq,1622,2011,8
finansi,1252,2011,8
imoti,651,2011,8
nauka,994,2011,8
administratiwni,457,2011,8
dyrvawnouprawlenie,878,2011,8
obrazowanie,655,2011,8
zdraweopazwane,675,2011,8
kultura,596,2011,8
drugi,466,2011,8
obshto,702,2011,9
selsko,550,2011,9
dobiwna,1280,2011,9
prerabotwashta,601,2011,9
energiq,1451,2011,9
woda,684,2011,9
stroitelstwo,609,2011,9
tyrgowiq,630,2011,9
transport,723,2011,9
hoteli,443,2011,9
informaciq,1602,2011,9
finansi,1306,2011,9
imoti,645,2011,9
nauka,1025,2011,9
administratiwni,479,2011,9
dyrvawnouprawlenie,821,2011,9
obrazowanie,745,2011,9
zdraweopazwane,697,2011,9
kultura,601,2011,9
drugi,471,2011,9
obshto,707,2011,10
selsko,513,2011,10
dobiwna,1098,2011,10
prerabotwashta,595,2011,10
energiq,1472,2011,10
woda,660,2011,10
stroitelstwo,631,2011,10
tyrgowiq,631,2011,10
transport,719,2011,10
hoteli,434,2011,10
informaciq,1616,2011,10
finansi,1298,2011,10
imoti,653,2011,10
nauka,1040,2011,10
administratiwni,463,2011,10
dyrvawnouprawlenie,866,2011,10
obrazowanie,776,2011,10
zdraweopazwane,704,2011,10
kultura,600,2011,10
drugi,472,2011,10
obshto,724,2011,11
selsko,546,2011,11
dobiwna,1213,2011,11
prerabotwashta,601,2011,11
energiq,1526,2011,11
woda,672,2011,11
stroitelstwo,644,2011,11
tyrgowiq,636,2011,11
transport,738,2011,11
hoteli,434,2011,11
informaciq,1662,2011,11
finansi,1384,2011,11
imoti,666,2011,11
nauka,1036,2011,11
administratiwni,467,2011,11
dyrvawnouprawlenie,966,2011,11
obrazowanie,746,2011,11
zdraweopazwane,729,2011,11
kultura,607,2011,11
drugi,478,2011,11
obshto,755,2011,12
selsko,611,2011,12
dobiwna,1298,2011,12
prerabotwashta,611,2011,12
energiq,1578,2011,12
woda,711,2011,12
stroitelstwo,625,2011,12
tyrgowiq,654,2011,12
transport,773,2011,12
hoteli,468,2011,12
informaciq,1779,2011,12
finansi,1507,2011,12
imoti,689,2011,12
nauka,1151,2011,12
administratiwni,503,2011,12
dyrvawnouprawlenie,941,2011,12
obrazowanie,818,2011,12
zdraweopazwane,743,2011,12
kultura,613,2011,12
drugi,493,2011,12
obshto,701,2012,1
selsko,496,2012,1
dobiwna,1072,2012,1
prerabotwashta,590,2012,1
energiq,1639,2012,1
woda,663,2012,1
stroitelstwo,572,2012,1
tyrgowiq,654,2012,1
transport,705,2012,1
hoteli,470,2012,1
informaciq,1564,2012,1
finansi,1374,2012,1
imoti,738,2012,1
nauka,986,2012,1
administratiwni,466,2012,1
dyrvawnouprawlenie,805,2012,1
obrazowanie,657,2012,1
zdraweopazwane,709,2012,1
kultura,595,2012,1
drugi,518,2012,1
obshto,701,2012,2
selsko,524,2012,2
dobiwna,1022,2012,2
prerabotwashta,588,2012,2
energiq,1534,2012,2
woda,651,2012,2
stroitelstwo,555,2012,2
tyrgowiq,646,2012,2
transport,723,2012,2
hoteli,468,2012,2
informaciq,1572,2012,2
finansi,1286,2012,2
imoti,726,2012,2
nauka,992,2012,2
administratiwni,451,2012,2
dyrvawnouprawlenie,914,2012,2
obrazowanie,656,2012,2
zdraweopazwane,711,2012,2
kultura,592,2012,2
drugi,526,2012,2
obshto,731,2012,3
selsko,548,2012,3
dobiwna,1495,2012,3
prerabotwashta,626,2012,3
energiq,1544,2012,3
woda,652,2012,3
stroitelstwo,609,2012,3
tyrgowiq,672,2012,3
transport,719,2012,3
hoteli,483,2012,3
informaciq,1646,2012,3
finansi,1351,2012,3
imoti,743,2012,3
nauka,1060,2012,3
administratiwni,471,2012,3
dyrvawnouprawlenie,855,2012,3
obrazowanie,672,2012,3
zdraweopazwane,727,2012,3
kultura,637,2012,3
drugi,553,2012,3
obshto,740,2012,4
selsko,561,2012,4
dobiwna,1153,2012,4
prerabotwashta,626,2012,4
energiq,1543,2012,4
woda,665,2012,4
stroitelstwo,615,2012,4
tyrgowiq,683,2012,4
transport,735,2012,4
hoteli,501,2012,4
informaciq,1671,2012,4
finansi,1627,2012,4
imoti,766,2012,4
nauka,1008,2012,4
administratiwni,496,2012,4
dyrvawnouprawlenie,844,2012,4
obrazowanie,691,2012,4
zdraweopazwane,756,2012,4
kultura,629,2012,4
drugi,541,2012,4
obshto,736,2012,5
selsko,534,2012,5
dobiwna,1161,2012,5
prerabotwashta,629,2012,5
energiq,1500,2012,5
woda,674,2012,5
stroitelstwo,612,2012,5
tyrgowiq,672,2012,5
transport,730,2012,5
hoteli,515,2012,5
informaciq,1611,2012,5
finansi,1369,2012,5
imoti,761,2012,5
nauka,1007,2012,5
administratiwni,492,2012,5
dyrvawnouprawlenie,898,2012,5
obrazowanie,770,2012,5
zdraweopazwane,751,2012,5
kultura,664,2012,5
drugi,542,2012,5
obshto,731,2012,6
selsko,594,2012,6
dobiwna,1231,2012,6
prerabotwashta,633,2012,6
energiq,1576,2012,6
woda,681,2012,6
stroitelstwo,611,2012,6
tyrgowiq,673,2012,6
transport,741,2012,6
hoteli,491,2012,6
informaciq,1647,2012,6
finansi,1427,2012,6
imoti,769,2012,6
nauka,1022,2012,6
administratiwni,482,2012,6
dyrvawnouprawlenie,849,2012,6
obrazowanie,689,2012,6
zdraweopazwane,737,2012,6
kultura,631,2012,6
drugi,547,2012,6
obshto,729,2012,7
selsko,609,2012,7
dobiwna,1161,2012,7
prerabotwashta,630,2012,7
energiq,1474,2012,7
woda,652,2012,7
stroitelstwo,623,2012,7
tyrgowiq,663,2012,7
transport,762,2012,7
